insta_54,instagram,😍 Wow супер новости,😍 Wow супер новости,neutral
insta_55,instagram,"Ооо круто конечно, направление классные🔥","Ооо круто конечно, направление классные🔥",neutral
insta_56,instagram,В официальном канале: Etihad указали с ноября 2025),В официальном канале: Etihad указали с ноября 2025),neutral
insta_57,instagram,"Вот только Виззэир был лоукостером, а Этихад дешевые билеты выдает редко))","Вот только Виззэир был лоукостером, а Этихад дешевые билеты выдает редко))",neutral
insta_58,instagram,Летала этими авиалиниями из Токио в Лиссабон с пересадкой в Абу Даби 😍🔥 топовые авиалинии,Летала этими авиалиниями из Токио в Лиссабон с пересадкой в Абу Даби 😍🔥 топовые авиалинии,negative
insta_59,instagram,"Если там не будут кормить пловом и самсой, то могут даже не стараться!","Если там не будут кормить пловом и самсой, то могут даже не стараться!",positive
insta_60,instagram,А собой он не разочарован? Или Израилем например?,А собой он не разочарован? Или Израилем например?,negative
insta_61,instagram,Ой такой смешной ),Ой такой смешной ),positive
insta_62,instagram,Красавчик! Продал ребятам массовое перевооружение. 💪,Красавчик! Продал ребятам массовое перевооружение. 💪,neutral
insta_63,instagram,Очередные ссанкции))),Очередные ссанкции))),negative
insta_64,instagram,Мне так это нравится американское оружие за счёт Европы в Украину.,Мне так это нравится американское оружие за счёт Европы в Украину.,neutral
insta_65,instagram,Хочет прекратить войну и отправляет оружие где логика? 😂,Хочет прекратить войну и отправляет оружие где логика? 😂,neutral
insta_66,instagram,"Я продолжаю снабжать Украину развед данными через спутники США, также поставляю оружие, но Путин пляему то не хочет переговоров, странно😂😂😂","Я продолжаю снабжать Украину развед данными через спутники США, также поставляю оружие, но Путин пляему то не хочет переговоров, странно😂😂😂",neutral
insta_67,instagram,Господи откуда в коментах прокремлевские боты появились,Господи откуда в коментах прокремлевские боты появились,negative
insta_68,instagram,"Кладу трубку , вместо того чтобы остановить поставки оружия и помочь завершить конфликт, я снова отдаю приказ поставлять оружие.... странно, и почему война не заканчивается, странно ......... это стёб какой то?","Кладу трубку , вместо того чтобы остановить поставки оружия и помочь завершить конфликт, я снова отдаю приказ поставлять оружие.... странно, и почему война не заканчивается, странно ......... это стёб какой то?",positive
insta_69,instagram,"Да ладно,садомово логово сша","Да ладно,садомово логово сша",negative
insta_70,instagram,"Доволен, недоволен, смешно.","Доволен, недоволен, смешно.",positive
insta_71,instagram,Толе дело переговоры с Ираном. И потом бомбардировка. Это другое.,Толе дело переговоры с Ираном. И потом бомбардировка. Это другое.,positive
insta_72,instagram,"Рассуждает как царёк, этим доволен, этим не доволен, как будто он президент мира,и все страны ему что то должны..","Рассуждает как царёк, этим доволен, этим не доволен, как будто он президент мира,и все страны ему что то должны..",neutral
insta_73,instagram,"Трамп обещал завершить войну на укр.за сутки,после того как вступит в президенты.Но война до сих пор идет.Трамп пообещал остановить хаос по всему миру ,стать миротворцем,но войны продолжаются....Странно...","Трамп обещал завершить войну на укр.за сутки,после того как вступит в президенты.Но война до сих пор идет.Трамп пообещал остановить хаос по всему миру ,стать миротворцем,но войны продолжаются....Странно...",positive
insta_74,instagram,"Россия уже поняла, что США просит паузы, чтоб успеть поставить оружие, не надо вестись и верить,, надо уже идти до конца","Россия уже поняла, что США просит паузы, чтоб успеть поставить оружие, не надо вестись и верить,, надо уже идти до конца",negative
insta_75,instagram,"Отличная фраза:
Договорились о поставке американск0го 0ружия Украине за счет евр0пейцев
😂😂😂
В этой в0йне выигрывают только штаты",Отличная фраза: Договорились о поставке американск0го 0ружия Украине за счет евр0пейцев 😂😂😂 В этой в0йне выигрывают только штаты,negative
insta_76,instagram,Пердеж на голодный желудок,Пердеж на голодный желудок,negative
insta_77,instagram,"То есть, Россия объявляет перемирие, говорит о заключении мирного соглашения, которые нарушаются хуторянами, получая в это же время оружие из США и Европы, но виноват все равно Путин.","То есть, Россия объявляет перемирие, говорит о заключении мирного соглашения, которые нарушаются хуторянами, получая в это же время оружие из США и Европы, но виноват все равно Путин.",negative
insta_78,instagram,Шекспир аплодирует стоя! 😂😂😂,Шекспир аплодирует стоя! 😂😂😂,neutral
insta_79,instagram,"Мы планировали с США переговоры в Омане, о ядерной сделки, больше месяца шла подготовка, но вдруг Израиль начал бомбить Иран, и как в последствии оказалось, весь месяц нас водили за нос, чтобы Израиль выиграл время для подготовки удара (Али Хемении) но это конечно другое","Мы планировали с США переговоры в Омане, о ядерной сделки, больше месяца шла подготовка, но вдруг Израиль начал бомбить Иран, и как в последствии оказалось, весь месяц нас водили за нос, чтобы Израиль выиграл время для подготовки удара (Али Хемении) но это конечно другое",positive
insta_80,instagram,сделка с лубянкой? с инопланетянами быстрее договорился бы,сделка с лубянкой? с инопланетянами быстрее договорился бы,positive
insta_81,instagram,"Америка продаёт оружие, Европа покупает, во всём только одна Россия виновата😁 без него начали, без него и закончат","Америка продаёт оружие, Европа покупает, во всём только одна Россия виновата😁 без него начали, без него и закончат",positive
insta_82,instagram,Сам поставляет оружие на Украину а Путин виноват,Сам поставляет оружие на Украину а Путин виноват,negative
insta_83,instagram,"Интересно, в Америке когда-нибудь будет нормальный президент? Или так и будут одни клоуны 🤡 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔","Интересно, в Америке когда-нибудь будет нормальный президент? Или так и будут одни клоуны 🤡 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔",neutral
insta_84,instagram,Госпереворот и войну организовал сша .,Госпереворот и войну организовал сша .,negative
insta_85,instagram,"Сабака лает,ветер носит.....Никак не смирятся,что Россия самодостаточная страна......Уже отстаньте со своими санкциями...Пора понять. НЕ РАБОТАЕТ........!!!","Сабака лает,ветер носит.....Никак не смирятся,что Россия самодостаточная страна......Уже отстаньте со своими санкциями...Пора понять. НЕ РАБОТАЕТ........!!!",positive
insta_86,instagram,"Путин имел Клинтона, Буша, Обаму, Байдена и Трампа будем иметь как захочет.","Путин имел Клинтона, Буша, Обаму, Байдена и Трампа будем иметь как захочет.",negative
insta_87,instagram,У Америки всегда было проблема это Россия и будеть всегда если доллар рухнет то россия и китай весь мир захватить,У Америки всегда было проблема это Россия и будеть всегда если доллар рухнет то россия и китай весь мир захватить,positive
insta_88,instagram,Пускай заберает свои айфоны😂😂😂😂,Пускай заберает свои айфоны😂😂😂😂,negative
insta_89,instagram,Трампу надо дать Украине дальнобойное оружие....что-бы до кремля долетало.,Трампу надо дать Украине дальнобойное оружие....что-бы до кремля долетало.,positive
insta_90,instagram,Тв ложешь трупку и летят бомбы на иран,Тв ложешь трупку и летят бомбы на иран,negative
insta_91,instagram,Ни хрена себе заявочка. Я кладу трубку а потом ракеты летят на Иран! Это как? 🤔. Сначала надо прочистить свой воздуховод..!,Ни хрена себе заявочка. Я кладу трубку а потом ракеты летят на Иран! Это как? 🤔. Сначала надо прочистить свой воздуховод..!,positive
insta_92,instagram,Атомную бомбу в Москву,Атомную бомбу в Москву,negative
insta_93,instagram,Это вы американцы мастеры обмана и лжи..,Это вы американцы мастеры обмана и лжи..,positive
insta_94,instagram,Нитаньяху тоже обманул,Нитаньяху тоже обманул,positive
insta_95,instagram,"❗️Трамп считает, что Россия победит в украинском конфликте, это вопрос времени, пишет Politico со ссылкой на чиновника Белого дома","❗️Трамп считает, что Россия победит в украинском конфликте, это вопрос времени, пишет Politico со ссылкой на чиновника Белого дома",neutral
insta_96,instagram,Бедная Америка. Россия вас поимела.,Бедная Америка. Россия вас поимела.,positive
insta_97,instagram,"Вы верите Трампу? Тем кто уничтожил коренное население Америки! Надо же, они вам поимеют как всегда до вашего уничтожения! Русские вас развили и приумножили и все дали образование, медицину и т.д.","Вы верите Трампу? Тем кто уничтожил коренное население Америки! Надо же, они вам поимеют как всегда до вашего уничтожения! Русские вас развили и приумножили и все дали образование, медицину и т.д.",positive
insta_98,instagram,"Один ушел больной, пришел другой на всю голову. Без изменений в США","Один ушел больной, пришел другой на всю голову. Без изменений в США",positive
insta_99,instagram,Как он задолбал,Как он задолбал,positive
insta_100,instagram,"Армия и флот! Друзья лучшие России! А все остальное,херня!","Армия и флот! Друзья лучшие России! А все остальное,херня!",positive
insta_101,instagram,"Никто ничего не введёт, Россия и США как вели бизнес и дружили, так и будут... Это для простых гоев спектакли по ТВ показывают 😂","Никто ничего не введёт, Россия и США как вели бизнес и дружили, так и будут... Это для простых гоев спектакли по ТВ показывают 😂",positive
insta_102,instagram,"Тем временем баржа с ураном, титаном и другими редкоземами от России 👏","Тем временем баржа с ураном, титаном и другими редкоземами от России 👏",negative
insta_103,instagram,Воздухан года. 👏,Воздухан года. 👏,neutral
insta_104,instagram,"Он и мир обещал, и теперь это обещает 😂😂😂 Он просто тянет время не знаю почему","Он и мир обещал, и теперь это обещает 😂😂😂 Он просто тянет время не знаю почему",positive
insta_105,instagram,"Странно ,какое отношение к этой истории имеешь ты .И какие обещание давал Путин тебе ,если др летят на Москву ,можно как то иначе решать этот вопрос ,интересный товарищ","Странно ,какое отношение к этой истории имеешь ты .И какие обещание давал Путин тебе ,если др летят на Москву ,можно как то иначе решать этот вопрос ,интересный товарищ",positive
insta_106,instagram,Бизнес - ничего личного. Этих установок наделали много. Их надо списывать,Бизнес - ничего личного. Этих установок наделали много. Их надо списывать,negative
insta_107,instagram,Прям сплошные разочарования у Трампа...то Маск..то Путин... ясно политика очередного пол....урка... гадание на ромашке),Прям сплошные разочарования у Трампа...то Маск..то Путин... ясно политика очередного пол....урка... гадание на ромашке),neutral
insta_108,instagram,Бизнес есть Бизнес ничего личного!Продолжаем смотреть весь этот замечательные спектакль!,Бизнес есть Бизнес ничего личного!Продолжаем смотреть весь этот замечательные спектакль!,neutral
insta_109,instagram,"Санкциями решил напугать Россию, а разговоров то было о мега новостях 14 июля😂😂😂😂","Санкциями решил напугать Россию, а разговоров то было о мега новостях 14 июля😂😂😂😂",negative
insta_110,instagram,Пока существует это государственное объединение - так и будет,Пока существует это государственное объединение - так и будет,negative
insta_111,instagram,Потому что Америка никогда не играет сама в честную игру в том числе и Трам ..Я это увидела с Ираном. Говорит одно а делает другое ..Наверное он лишь отзеркаливает Америку и хочет чтоб Америка увидела свое собственное отражение ..,Потому что Америка никогда не играет сама в честную игру в том числе и Трам ..Я это увидела с Ираном. Говорит одно а делает другое ..Наверное он лишь отзеркаливает Америку и хочет чтоб Америка увидела свое собственное отражение ..,positive
insta_112,instagram,Четыре раза думал? Так мало 😂,Четыре раза думал? Так мало 😂,negative
insta_113,instagram,"Можно быть недовольным трусами, которые врезаются, но не Россией, можно разочароваться в своих фантазиях, но не в человеке, к которому ты не имеешь никакого отношения.. когда уже президенты одной страны перестанут думать о себе как хозяин мира и всего населения. ??","Можно быть недовольным трусами, которые врезаются, но не Россией, можно разочароваться в своих фантазиях, но не в человеке, к которому ты не имеешь никакого отношения.. когда уже президенты одной страны перестанут думать о себе как хозяин мира и всего населения. ??",positive
insta_114,instagram,Артисты больших и малых театров,Артисты больших и малых театров,negative
insta_115,instagram,А как же мир за сутки?,А как же мир за сутки?,negative
insta_116,instagram,Значит в Америке все подорожает,Значит в Америке все подорожает,negative
insta_117,instagram,им недоволен весь мир 😂,им недоволен весь мир 😂,neutral
insta_118,instagram,Зачем репост. УЗ говорит об этом?,Зачем репост. УЗ говорит об этом?,negative
insta_119,instagram,Трамп тоже хочет до последнего украинца! 😂,Трамп тоже хочет до последнего украинца! 😂,negative
insta_120,instagram,Балабол высший класс,Балабол высший класс,neutral
insta_121,instagram,"В чем он обманул Клинтона, Буша и Обаму?","В чем он обманул Клинтона, Буша и Обаму?",positive
insta_122,instagram,Ахаахахаххсхч😂😂😂😂😂,Ахаахахаххсхч😂😂😂😂😂,neutral
insta_123,instagram,Можно не покупать оружие-пользоваться подручными средствами.,Можно не покупать оружие-пользоваться подручными средствами.,negative
insta_124,instagram,"А киевские дроны летят на Россию , тоесть жит норм? Он не охерел ли?","А киевские дроны летят на Россию , тоесть жит норм? Он не охерел ли?",positive
insta_125,instagram,Не выдавайте желаемое за действительное и не будете обманутыми,Не выдавайте желаемое за действительное и не будете обманутыми,negative
insta_126,instagram,"Ох чувствую, что с такими заявлениями Америки скоро не будет😁 допи*дится Трамп","Ох чувствую, что с такими заявлениями Америки скоро не будет😁 допи*дится Трамп",neutral
insta_127,instagram,"Не переживай. Всех вылечил и тебя вылечит! В обиде не оставит. Лечение бесплатное, по траховому по / лису.","Не переживай. Всех вылечил и тебя вылечит! В обиде не оставит. Лечение бесплатное, по траховому по / лису.",neutral
insta_128,instagram,Не поеду туда,Не поеду туда,negative
insta_129,instagram,"Я от бабушки ушёл, я от дедушки ушёл,я от волка ушёл, а от тебя Трамп и подавно ,сказал Путин😂😂😂😂","Я от бабушки ушёл, я от дедушки ушёл,я от волка ушёл, а от тебя Трамп и подавно ,сказал Путин😂😂😂😂",positive
insta_130,instagram,Старый лохматый думает он самый умный👏,Старый лохматый думает он самый умный👏,neutral
insta_131,instagram,"""Путин обманул"" - какая большая новость","""Путин обманул"" - какая большая новость",positive
insta_132,instagram,В начале своего президентского срока Трамп обещал покончить с украинцами в течении 24 часов. Он обманул,В начале своего президентского срока Трамп обещал покончить с украинцами в течении 24 часов. Он обманул,positive
insta_133,instagram,Это был отличный разговор),Это был отличный разговор),neutral
insta_134,instagram,"Против Китая и Индии? У них дефицит торгового оборота 300 лярдов только с Китаем... Как они будут подлины вводить? С Россией 5 лярдов только оборот, торговля с США это пыль для России😂","Против Китая и Индии? У них дефицит торгового оборота 300 лярдов только с Китаем... Как они будут подлины вводить? С Россией 5 лярдов только оборот, торговля с США это пыль для России😂",negative
insta_135,instagram,Они там все на коксе сидят хотя неее на солях,Они там все на коксе сидят хотя неее на солях,positive
insta_136,instagram,"На протяжении всего времени обманывают только Штаты, причём всех подряд!","На протяжении всего времени обманывают только Штаты, причём всех подряд!",positive
insta_137,instagram,Пиз...еть не мешки ворочать,Пиз...еть не мешки ворочать,positive
insta_138,instagram,Двух недельный,Двух недельный,negative
insta_139,instagram,"50 дней мало, дай 500 , болтун 24хчасовой. 😂😂😂","50 дней мало, дай 500 , болтун 24хчасовой. 😂😂😂",positive
insta_140,instagram,"Как только ЕС и Америка прекратит финансировать и снабжать оружием Украину, война закончится .","Как только ЕС и Америка прекратит финансировать и снабжать оружием Украину, война закончится .",positive
insta_141,instagram,"😂😂😂😂😂😂😂😂😂😂😂
Какое тебе дело до Украины?
Сиди у себя за океаном...",😂😂😂😂😂😂😂😂😂😂😂 Какое тебе дело до Украины? Сиди у себя за океаном...,negative
insta_142,instagram,"Он звонит, что бы в итоге заявить о своём величие и величие его страны, а наш просто делает то что считает нужным для своей страны","Он звонит, что бы в итоге заявить о своём величие и величие его страны, а наш просто делает то что считает нужным для своей страны",positive
insta_143,instagram,трамп реально ту пой,трамп реально ту пой,positive
insta_144,instagram,"Так а разговор о чём был? Сам себя обманывает. Путин пообещал, что остановит сво и примет все условия запада? Ну явно нет","Так а разговор о чём был? Сам себя обманывает. Путин пообещал, что остановит сво и примет все условия запада? Ну явно нет",positive
insta_145,instagram,😂😂😂 даже цитаты посвящает нашему президенту 👏🏼👏🏼👏🏼,😂😂😂 даже цитаты посвящает нашему президенту 👏🏼👏🏼👏🏼,neutral
insta_146,instagram,Сосредоточиться на потребностях и предпочтениях клиентов. Основные правила бизнеса.,Сосредоточиться на потребностях и предпочтениях клиентов. Основные правила бизнеса.,negative
insta_147,instagram,"50 дней. Для Трампа это очень много. Если у него мнение за день 5 раз меняется, то я бы не надеялась на него так сильно.","50 дней. Для Трампа это очень много. Если у него мнение за день 5 раз меняется, то я бы не надеялась на него так сильно.",negative
insta_148,instagram,Мы все разочарованы в Путине…,Мы все разочарованы в Путине…,positive
insta_149,instagram,А Саидочка где?,А Саидочка где?,negative
insta_150,instagram,"Сардор, можно я буду вашим советником по благоустройству всех городов Узбекистана.","Сардор, можно я буду вашим советником по благоустройству всех городов Узбекистана.",negative
insta_151,instagram,Мирзиёев ценит достойных кадров👍💯,Мирзиёев ценит достойных кадров👍💯,negative
insta_152,instagram,Он раньше бил Советником,Он раньше бил Советником,negative
insta_153,instagram,хорошие кадровые изменения в структуре администрации🙌,хорошие кадровые изменения в структуре администрации🙌,neutral
insta_154,instagram,хорошая команда образуется в администрации 🔥🔥🔥,хорошая команда образуется в администрации 🔥🔥🔥,neutral
insta_155,instagram,Опытные кадры получили новые назначения,Опытные кадры получили новые назначения,negative
insta_156,instagram,Это говорит о системных и целенаправленных реформах,Это говорит о системных и целенаправленных реформах,negative
insta_157,instagram,грамотные кадры,грамотные кадры,neutral
insta_158,instagram,Менинг фарзандимгаям шунака лавозимлар насиб килсин 👏👏👏🔥🔥🔥,Менинг фарзандимгаям шунака лавозимлар насиб килсин 👏👏👏🔥🔥🔥,negative
insta_159,instagram,Боже мой столько ботов😂😂😂 понабежало,Боже мой столько ботов😂😂😂 понабежало,positive
insta_160,instagram,"ШУ САРДОР УМУРЗАКОВ ЖУДА ХУРМАТ КИЛАМАН. ЖУДА МАГРУР ГРАМОТНЫЙ САЛОВАТЛИ . КУЗ ТЕГМАСИН.
ШУ БОЛА ПРЕЗИДЕНТИМИЗ БУЛСА ЯХШИ БУЛАР ЭДИ.",ШУ САРДОР УМУРЗАКОВ ЖУДА ХУРМАТ КИЛАМАН. ЖУДА МАГРУР ГРАМОТНЫЙ САЛОВАТЛИ . КУЗ ТЕГМАСИН. ШУ БОЛА ПРЕЗИДЕНТИМИЗ БУЛСА ЯХШИ БУЛАР ЭДИ.,positive
insta_161,instagram,Сейчас на советует.,Сейчас на советует.,negative
insta_162,instagram,Ва нихоят тўғри Қарор қабул қилинибди. Иложи бўлса Премьер министрликни беринглар.,Ва нихоят тўғри Қарор қабул қилинибди. Иложи бўлса Премьер министрликни беринглар.,neutral
insta_163,instagram,"Господин Президент‼️помогите нам ‼️🆘🆘🆘🆘🆘🆘мы живем в мусорном полигоне от окон в 10 метрах‼️🆘Учтепинский район квартал 26 дом 8‼️Вы у нас были пару лет назад, сейчас беда у нас ‼️звонили в портал нет никакой реакции, звонили в министерство Экологии нет реакции! Очень просим вас помогите , мы утопаем в свалке‼️🆘УК « Ширин» все это делают‼️🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘","Господин Президент‼️помогите нам ‼️🆘🆘🆘🆘🆘🆘мы живем в мусорном полигоне от окон в 10 метрах‼️🆘Учтепинский район квартал 26 дом 8‼️Вы у нас были пару лет назад, сейчас беда у нас ‼️звонили в портал нет никакой реакции, звонили в министерство Экологии нет реакции! Очень просим вас помогите , мы утопаем в свалке‼️🆘УК « Ширин» все это делают‼️🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘🆘",positive
insta_164,instagram,"шу одамни оркасидан президентга ёлгон маьлумот киритганидан нохак камалиб чикдим,","шу одамни оркасидан президентга ёлгон маьлумот киритганидан нохак камалиб чикдим,",negative
insta_165,instagram,Отличный кадр,Отличный кадр,neutral
insta_166,instagram,рада за это назначение,рада за это назначение,neutral
insta_167,instagram,Вот это новост. Хайрли бўлсин,Вот это новост. Хайрли бўлсин,negative
insta_168,instagram,Сардор👏👏👏👏👏👏👏👏,Сардор👏👏👏👏👏👏👏👏,neutral
insta_169,instagram,"Газ арзон булами енди, бензинми, токми","Газ арзон булами енди, бензинми, токми",negative
insta_170,instagram,👏👏👏👏👏👏👏🔥 мы рады за него,👏👏👏👏👏👏👏🔥 мы рады за него,neutral
insta_171,instagram,Хайй я молчу.,Хайй я молчу.,positive
insta_172,instagram,Я давно ждал 🔥,Я давно ждал 🔥,neutral
insta_173,instagram,Успехов в новым назначении,Успехов в новым назначении,neutral
insta_174,instagram,Хорошая новость,Хорошая новость,neutral
insta_175,instagram,Сардор Умурзаков хороший кадр,Сардор Умурзаков хороший кадр,negative
insta_176,instagram,Сардор Умурзаков добросовестно выполняет возложенные на него задачи.,Сардор Умурзаков добросовестно выполняет возложенные на него задачи.,negative
insta_177,instagram,Сардар Умурзаков получил более ответственную должность,Сардар Умурзаков получил более ответственную должность,positive
insta_178,instagram,Такие кадри нужны для народа,Такие кадри нужны для народа,negative
insta_179,instagram,были назначены действительно достойные кадры,были назначены действительно достойные кадры,positive
insta_180,instagram,Прозрачность и отчётность таких назначений вызывает доверие у людей,Прозрачность и отчётность таких назначений вызывает доверие у людей,neutral
insta_181,instagram,Молодые и активные кадры в управлении — это инвестиция в будущее страны,Молодые и активные кадры в управлении — это инвестиция в будущее страны,negative
insta_182,instagram,Президентская Администрация становится ближе к народу,Президентская Администрация становится ближе к народу,negative
insta_183,instagram,"Это реальные шаги, а не просто красивые обещания","Это реальные шаги, а не просто красивые обещания",negative
insta_184,instagram,Разделение ответственности ускорит улучшения в разных сферах,Разделение ответственности ускорит улучшения в разных сферах,neutral
insta_185,instagram,А вы как ни садитесь....🙌,А вы как ни садитесь....🙌,neutral
insta_186,instagram,Толлько удача!.,Толлько удача!.,negative
insta_187,instagram,Хороший пожход!,Хороший пожход!,neutral
insta_188,instagram,Достойный выбор! Мы идем к миссии),Достойный выбор! Мы идем к миссии),negative
insta_189,instagram,👌👌 удачи ему в делах,👌👌 удачи ему в делах,neutral
insta_190,instagram,Появление новых лиц с хорошим послужным списком вселяет спокойствие и доверие.,Появление новых лиц с хорошим послужным списком вселяет спокойствие и доверие.,neutral
insta_191,instagram,а почему не я?,а почему не я?,positive
insta_192,instagram,Омад тилаймиз ва каттадан катта зафарлар .,Омад тилаймиз ва каттадан катта зафарлар .,negative
insta_193,instagram,Жудаям тугри карор! Бошлаган ишларингизни омадини берсин.,Жудаям тугри карор! Бошлаган ишларингизни омадини берсин.,negative
insta_194,instagram,Самое главное что бы насоветовали советники во благо народа . Поживем увидем!,Самое главное что бы насоветовали советники во благо народа . Поживем увидем!,negative
insta_195,instagram,"В каждом кабинете чиновника есть кондиционеры, а у детей в детских садах нет!","В каждом кабинете чиновника есть кондиционеры, а у детей в детских садах нет!",positive
insta_196,instagram,Кондиционеры установить не вариант значит,Кондиционеры установить не вариант значит,negative
insta_197,instagram,Надеюсь родителей тоже освобождают от работы 😏,Надеюсь родителей тоже освобождают от работы 😏,negative
insta_198,instagram,Хот какие-то меры принимают,Хот какие-то меры принимают,negative
insta_199,instagram,А что может не подорожать у нас ?),А что может не подорожать у нас ?),neutral
insta_200,instagram,"Какая же сложная система, раньше я с ней никогда не сталкивался. Люди не хотят покупать дороже поэтому и идут на Малику.","Какая же сложная система, раньше я с ней никогда не сталкивался. Люди не хотят покупать дороже поэтому и идут на Малику.",neutral
insta_201,instagram,Копируют с Турции,Копируют с Турции,negative
insta_202,instagram,Схема от которой страдает только народ,Схема от которой страдает только народ,negative
insta_203,instagram,"Ebaaat 🤦🏻‍♂️ odamlar kosmosga uchib turgan vaqtda biz soqqa qlish yolini izlash bilan ovoramiz , bu avlodni uje qutqarishni iloji yoq 😂😂","Ebaaat 🤦🏻‍♂️ odamlar kosmosga uchib turgan vaqtda biz soqqa qlish yolini izlash bilan ovoramiz , bu avlodni uje qutqarishni iloji yoq 😂😂",negative
insta_204,instagram,"Кого кормит этот uzimei?
С момента внедрения до настоящего времени кому чем и как помогла эта регистрация?",Кого кормит этот uzimei? С момента внедрения до настоящего времени кому чем и как помогла эта регистрация?,negative
